"Phylum" "Class" "Order" "Family" "Genus" "Species" "Common Name" "AdultMass" "MaxLife" "LMaxLife" "LAdultMass"
"1" "Chordata" "Amphibia" "Anura" "Bombinatoridae" "Bombina" "bombina" "Firebelly toad" 5.9 20 2.99573227355399 1.77495235091167
"2" "Chordata" "Amphibia" "Anura" "Bombinatoridae" "Bombina" "orientalis" "Oriental firebelly toad" 13.1 15.8 2.76000994003292 2.57261223020711
"3" "Chordata" "Amphibia" "Anura" "Bombinatoridae" "Bombina" "variegata" "Yellow-bellied toad" 6.77 29 3.36729582998647 1.91250108692418
"4" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "americanus" "American toad" 21.7667 36 3.58351893845611 3.08038127900667
"5" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "boreas" "Western toad" NA 11.5 2.4423470353692 NA
"6" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "canorus" "Yosemite toad" NA 15 2.70805020110221 NA
"7" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "cognatus" "Great plains toad" 25 10.7 2.37024374146786 3.2188758248682
"8" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "debilis" "Green toad" NA 12.4 2.51769647261099 NA
"9" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "hemiophrys" "Canadian toad" NA 13.3 2.58776403522771 NA
"10" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "punctatus" "Red-spotted toad" 60 11.3 2.42480272571829 4.0943445622221
"11" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "retiformis" "Sonoran green toad" NA 15.3 2.72785282839839 NA
"12" "Chordata" "Amphibia" "Anura" "Bufonidae" "Anaxyrus" "terrestris" "Southern toad" 19.267 10 2.30258509299405 2.95839378789862
"13" "Chordata" "Amphibia" "Anura" "Bufonidae" "Atelopus" "varius" "Veragoa stubfoot toad" NA 10 2.30258509299405 NA
"14" "Chordata" "Amphibia" "Anura" "Bufonidae" "Bufo" "bufo" "Common European toad" 164.75 40 3.68887945411394 5.10442917338262
"15" "Chordata" "Amphibia" "Anura" "Bufonidae" "Incilius" "alvarius" "Colorado river toad" 237.7 15.4 2.73436750941958 5.47100937436615
"16" "Chordata" "Amphibia" "Anura" "Bufonidae" "Nectophrynoides" "asperginis" "Kihansi spray toad" NA 5 1.6094379124341 NA
"17" "Chordata" "Amphibia" "Anura" "Bufonidae" "Peltophryne" "lemur" "Ridge-headed toad" NA 10.7 2.37024374146786 NA
"18" "Chordata" "Amphibia" "Anura" "Bufonidae" "Peltophryne" "peltocephala" "Cuban toad" NA 20 2.99573227355399 NA
"19" "Chordata" "Amphibia" "Anura" "Bufonidae" "Pseudepidalea" "viridis" "European green toad" 75 11.9 2.47653840011748 4.31748811353631
"20" "Chordata" "Amphibia" "Anura" "Bufonidae" "Rhaebo" "blombergi" "Colombian giant toad" NA 28.7 3.35689712276558 NA
"21" "Chordata" "Amphibia" "Anura" "Bufonidae" "Rhinella" "marina" "Cane toad" 106.25 24.8 3.21084365317094 4.66579480780453
"22" "Chordata" "Amphibia" "Anura" "Bufonidae" "Rhinella" "schneideri" "Eurura toad" 210 15.1 2.71469474382088 5.34710753071747
"23" "Chordata" "Amphibia" "Anura" "Ceratophryidae" "Ceratophrys" "aurita" "Common horned frog" NA 12.8 2.54944517092557 NA
"24" "Chordata" "Amphibia" "Anura" "Ceratophryidae" "Ceratophrys" "calcarata" "Colombian horned frog" NA 15.9 2.76631910922619 NA
"25" "Chordata" "Amphibia" "Anura" "Ceratophryidae" "Ceratophrys" "cornuta" "Amazonian horned frog" 130 10.3 2.33214389523559 4.86753445045558
"26" "Chordata" "Amphibia" "Anura" "Ceratophryidae" "Ceratophrys" "ornata" "Ornate horned frog" NA 14.7 2.68784749378469 NA
"27" "Chordata" "Amphibia" "Anura" "Dendrobatidae" "Dendrobates" "auratus" "Green and black dart-poison frog" NA 20.5 3.02042488614436 NA
"28" "Chordata" "Amphibia" "Anura" "Dendrobatidae" "Dendrobates" "leucomelas" "Yellow-banded poison frog" NA 11.5 2.4423470353692 NA
"29" "Chordata" "Amphibia" "Anura" "Dendrobatidae" "Oophaga" "histrionica" "Kokoe-pa poison dart frog" NA 9.1 2.2082744135228 NA
"30" "Chordata" "Amphibia" "Anura" "Dendrobatidae" "Oophaga" "pumilio" "Strawberry poison frog" NA 7.5 2.01490302054226 NA
"31" "Chordata" "Amphibia" "Anura" "Dicroglossidae" "Hoplobatrachus" "occipitalis" "African tigrine frog" 48.1 10.9 2.3887627892351 3.87328217711172
"32" "Chordata" "Amphibia" "Anura" "Hylidae" "Acris" "crepitans" "Northern cricket frog" 1.69 4.9 1.58923520511658 0.524728528934982
"33" "Chordata" "Amphibia" "Anura" "Hylidae" "Agalychnis" "spurrelli" "Maroon-eyed tree frog" NA 5.5 1.70474809223843 NA
"34" "Chordata" "Amphibia" "Anura" "Hylidae" "Diaglena" "spatulata" "Treefrog" 100 12.8 2.54944517092557 4.60517018598809
"35" "Chordata" "Amphibia" "Anura" "Hylidae" "Hyla" "arborea" "European tree frog" 9.5 22 3.09104245335832 2.2512917986065
"36" "Chordata" "Amphibia" "Anura" "Hylidae" "Hyla" "chrysoscelis" "Cope's gray treefrog" 11.2 7.8 2.05412373369555 2.41591377830105
"37" "Chordata" "Amphibia" "Anura" "Hylidae" "Hyla" "gratiosa" "Barking treefrog" NA 12.5 2.52572864430826 NA
"38" "Chordata" "Amphibia" "Anura" "Hylidae" "Hyla" "japonica" "Japanese treefrog" 4.1 8.9 2.18605127673809 1.41098697371026
"39" "Chordata" "Amphibia" "Anura" "Hylidae" "Hyla" "squirella" "Squirrel treefrog" 2.88 8.5 2.14006616349627 1.05779029414785
"40" "Chordata" "Amphibia" "Anura" "Hylidae" "Hyla" "versicolor" "Gray treefrog" 7.2 7.8 2.05412373369555 1.97408102602201
"41" "Chordata" "Amphibia" "Anura" "Hylidae" "Litoria" "caerulea" "Australian green treefrog" NA 20 2.99573227355399 NA
"42" "Chordata" "Amphibia" "Anura" "Hylidae" "Osteopilus" "septentrionalis" "Cuban treefrog" NA 12.9 2.55722731136763 NA
"43" "Chordata" "Amphibia" "Anura" "Hylidae" "Osteopilus" "vastus" "Hispaniola giant treefrog" NA 6.6 1.88706964903238 NA
"44" "Chordata" "Amphibia" "Anura" "Hylidae" "Pachymedusa" "dacnicolor" "Mexican leaf frog" NA 8.7 2.16332302566054 NA
"45" "Chordata" "Amphibia" "Anura" "Hylidae" "Phyllomedusa" "bicolor" "Waxy treefrog" NA 10.3 2.33214389523559 NA
"46" "Chordata" "Amphibia" "Anura" "Hylidae" "Pseudis" "paradoxa" "Paradox frog" 70 11 2.39789527279837 4.24849524204936
"47" "Chordata" "Amphibia" "Anura" "Hylidae" "Smilisca" "baudinii" "Mexican treefrog" NA 6.3 1.84054963339749 NA
"48" "Chordata" "Amphibia" "Anura" "Hylidae" "Smilisca" "fodiens" "Lowland burrowing treefrog" NA 5.1 1.62924053973028 NA
"49" "Chordata" "Amphibia" "Anura" "Hylidae" "Smilisca" "phaeota" "Masked treefrog" NA 4.1 1.41098697371026 NA
"50" "Chordata" "Amphibia" "Anura" "Hylidae" "Trachycephalus" "venulosus" "Marbled treefrog" NA 10.5 2.35137525716348 NA
"51" "Chordata" "Amphibia" "Anura" "Leiopelmatidae" "Ascaphus" "truei" "Coastal tailed frog" NA 14 2.63905732961526 NA
"52" "Chordata" "Amphibia" "Anura" "Leptodactylidae" "Leptodactylus" "pentadactylus" "Tungara frog" 415 18.8 2.9338568698359 6.0282785202307
"53" "Chordata" "Amphibia" "Anura" "Mantellidae" "Mantella" "aurantiaca" "Golden mantella" NA 10.9 2.3887627892351 NA
"54" "Chordata" "Amphibia" "Anura" "Mantellidae" "Mantella" "expectata" "Blue-legged mantella" 2 3 1.09861228866811 0.693147180559945
"55" "Chordata" "Amphibia" "Anura" "Microhylidae" "Gastrophryne" "carolinensis" "Eastern narrow-mouthed toad" 2.59 6.8 1.91692261218206 0.951657875711446
"56" "Chordata" "Amphibia" "Anura" "Microhylidae" "Kaloula" "pulchra" "Malaysian narrowmouth toad" NA 11 2.39789527279837 NA
"57" "Chordata" "Amphibia" "Anura" "Microhylidae" "Microhyla" "ornata" "Ornate narrow-mouthed frog" 1.65 5 1.6094379124341 0.500775287912489
"58" "Chordata" "Amphibia" "Anura" "Microhylidae" "Phrynomantis" "bifasciatus" "Red-banded frog" NA 10.3 2.33214389523559 NA
"59" "Chordata" "Amphibia" "Anura" "Microhylidae" "Scaphiophryne" "gottlebei" "Rainbow frog" 7 2 0.693147180559945 1.94591014905531
"60" "Chordata" "Amphibia" "Anura" "Pelobatidae" "Pelobates" "fuscus" "Common Eurasian spadefoot toad" 29.4 11 2.39789527279837 3.38099467434464
"61" "Chordata" "Amphibia" "Anura" "Petropedetidae" "Conraua" "goliath" "Goliath frog" 3250 5.9 1.77495235091167 8.08641027532378
"62" "Chordata" "Amphibia" "Anura" "Pipidae" "Pipa" "pipa" "Surinam toad" 200 7.7 2.04122032885964 5.29831736654804
"63" "Chordata" "Amphibia" "Anura" "Pipidae" "Xenopus" "laevis" "African clawed frog" 130 30.3 3.41114771251532 4.86753445045558
"64" "Chordata" "Amphibia" "Anura" "Pyxicephalidae" "Pyxicephalus" "adspersus" "African bullfrog" 1400 45 3.80666248977032 7.24422751560335
"65" "Chordata" "Amphibia" "Anura" "Pyxicephalidae" "Tomopterna" "delalandii" "Cape sand frog" NA 11.3 2.42480272571829 NA
"66" "Chordata" "Amphibia" "Anura" "Ranidae" "Lithobates" "catesbeianus" "American bullfrog" 54.4 16 2.77258872223978 3.9963641538619
"67" "Chordata" "Amphibia" "Anura" "Ranidae" "Lithobates" "clamitans" "Green frog" 47.9 10 2.30258509299405 3.86911550441687
"68" "Chordata" "Amphibia" "Anura" "Ranidae" "Lithobates" "pipiens" "Northern leopard frog" 29.0222 9 2.19722457733622 3.36806105436898
"69" "Chordata" "Amphibia" "Anura" "Ranidae" "Lithobates" "septentrionalis" "Mink frog" 25.9 6 1.79175946922805 3.25424296870549
"70" "Chordata" "Amphibia" "Anura" "Ranidae" "Lithobates" "sylvaticus" "Wood frog" 7.88 5 1.6094379124341 2.06432790386979
"71" "Chordata" "Amphibia" "Anura" "Ranidae" "Lithobates" "virgatipes" "Carpenter frog" NA 6.2 1.82454929205105 NA
"72" "Chordata" "Amphibia" "Anura" "Ranidae" "Pelophylax" "lessonae" "Pool frog" 75.4 6 1.79175946922805 4.32280727501391
"73" "Chordata" "Amphibia" "Anura" "Ranidae" "Pelophylax" "nigromaculatus" "Black-spotted frog" 56.4 15 2.70805020110221 4.03246915850401
"74" "Chordata" "Amphibia" "Anura" "Ranidae" "Pelophylax" "perezi" "Italian green frog" 31.8 6.8 1.91692261218206 3.45946628978613
"75" "Chordata" "Amphibia" "Anura" "Ranidae" "Pelophylax" "ridibundus" "Marsh frog" 75.4 11 2.39789527279837 4.32280727501391
"76" "Chordata" "Amphibia" "Anura" "Ranidae" "Rana" "amurensis" "Siberian wood frog" NA 9 2.19722457733622 NA
"77" "Chordata" "Amphibia" "Anura" "Ranidae" "Rana" "arvalis" "Moor frog" 10.8 11 2.39789527279837 2.37954613413017
"78" "Chordata" "Amphibia" "Anura" "Ranidae" "Rana" "aurora" "California red-legged frog" NA 15 2.70805020110221 NA
"79" "Chordata" "Amphibia" "Anura" "Ranidae" "Rana" "esculenta" "Edible frog" NA 12 2.484906649788 NA
"80" "Chordata" "Amphibia" "Anura" "Ranidae" "Rana" "iberica" "Iberian frog" 10.6 8 2.07944154167984 2.36085400111802
"81" "Chordata" "Amphibia" "Anura" "Ranidae" "Rana" "macrocnemis" "Long-legged wood frog" 11.3 5 1.6094379124341 2.42480272571829
"82" "Chordata" "Amphibia" "Anura" "Ranidae" "Rana" "temporaria" "European frog" 47.6 27 3.29583686600433 3.86283276123737
"83" "Chordata" "Amphibia" "Anura" "Scaphiopodidae" "Scaphiopus" "couchii" "Couch's spadefoot" 16.3 6.7 1.90210752639692 2.79116510781272
"84" "Chordata" "Amphibia" "Anura" "Scaphiopodidae" "Scaphiopus" "holbrookii" "Eastern spadefoot" NA 12.3 2.50959926237837 NA
"85" "Chordata" "Amphibia" "Anura" "Scaphiopodidae" "Spea" "intermontana" "Great Basin spadefoot" NA 20 2.99573227355399 NA
"86" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "gracile" "Northwestern salamander" NA 10.2 2.32238772029023 NA
"87" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "mabeei" "Mabee's salamander" NA 8.8 2.17475172148416 NA
"88" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "macrodactylum" "Long-toed salamander" NA 10 2.30258509299405 NA
"89" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "maculatum" "Spotted salamander" 12.84 32 3.46573590279973 2.55256529826182
"90" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "mexicanum" "Axolotl" NA 17 2.83321334405622 NA
"91" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "opacum" "Marbled salamander" NA 11.3 2.42480272571829 NA
"92" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "rosaceum" "Chihuahuan mole salamander" NA 14.4 2.66722820658195 NA
"93" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "talpoideum" "Mole salamander" 5.93 9 2.19722457733622 1.78002421300963
"94" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "texanum" "Small-mouthed salamander" 10.98 13.8 2.62466859216316 2.39607543608138
"95" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Ambystoma" "tigrinum" "Tiger salamander" 9.402 25 3.2188758248682 2.24092243260194
"96" "Chordata" "Amphibia" "Caudata" "Ambystomatidae" "Dicamptodon" "ensatus" "California giant salamander" NA 16.9 2.82731362192903 NA
"97" "Chordata" "Amphibia" "Caudata" "Amphiumidae" "Amphiuma" "means" "Two-toed amphiuma" 200.967 27 3.29583686600433 5.30314071547573
"98" "Chordata" "Amphibia" "Caudata" "Amphiumidae" "Amphiuma" "tridactylum" "Three-toed amphiuma" NA 15.9 2.76631910922619 NA
"99" "Chordata" "Amphibia" "Caudata" "Cryptobranchidae" "Andrias" "davidianus" "Chinese giant salamander" 4100 19.9 2.99071973173045 8.3187422526924
"100" "Chordata" "Amphibia" "Caudata" "Cryptobranchidae" "Andrias" "japonicus" "Japanese giant salamander" 26000 55 4.00733318523247 10.1658518170036
"101" "Chordata" "Amphibia" "Caudata" "Cryptobranchidae" "Cryptobranchus" "alleganiensis" "Hellbender" 358.1 29 3.36729582998647 5.88081227700439
"102" "Chordata" "Amphibia" "Caudata" "Hynobiidae" "Hynobius" "boulengeri" "Boulenger's oriental salamander" NA 11.9 2.47653840011748 NA
"103" "Chordata" "Amphibia" "Caudata" "Hynobiidae" "Hynobius" "leechii" "Chinese salamander" 7.7 7.1 1.96009478404727 2.04122032885964
"104" "Chordata" "Amphibia" "Caudata" "Hynobiidae" "Hynobius" "nebulosus" "Clouded salamander" 4.4 14.2 2.65324196460721 1.48160454092422
"105" "Chordata" "Amphibia" "Caudata" "Hynobiidae" "Hynobius" "retardatus" "Japanese salamander" NA 12.9 2.55722731136763 NA
"106" "Chordata" "Amphibia" "Caudata" "Hynobiidae" "Onychodactylus" "fischeri" "Long-tailed clawed salamander" NA 17 2.83321334405622 NA
"107" "Chordata" "Amphibia" "Caudata" "Hynobiidae" "Onychodactylus" "japonicus" "Japanese clawed salamander" 6.3 14.2 2.65324196460721 1.84054963339749
"108" "Chordata" "Amphibia" "Caudata" "Hynobiidae" "Paradactylodon" "mustersi" "Afghanistan salamander" NA 11 2.39789527279837 NA
"109" "Chordata" "Amphibia" "Caudata" "Hynobiidae" "Salamandrella" "keyserlingii" "Siberian salamander" 6.9 8 2.07944154167984 1.93152141160321
"110" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Bolitoglossa" "dofleini" "Giant palm salamander" NA 6.9 1.93152141160321 NA
"111" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Bolitoglossa" "mexicana" "Palm salamander" NA 12.2 2.50143595173921 NA
"112" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Desmognathus" "monticola" "Seal salamander" 8.2 17.7 2.87356463957978 2.10413415427021
"113" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Desmognathus" "ochrophaeus" "Allegheny mountain dusky salamander" 0.6 19.8 2.98568193770049 -0.510825623765991
"114" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Desmognathus" "quadramaculatus" "Black-bellied salamander" 14.34 15 2.70805020110221 2.66305283517147
"115" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Desmognathus" "welteri" "Black mountain salamander" NA 20 2.99573227355399 NA
"116" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Eurycea" "lucifuga" "Cave salamander" NA 9.1 2.2082744135228 NA
"117" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Eurycea" "rathbuni" "Texas blind salamander" NA 10.3 2.33214389523559 NA
"118" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Eurycea" "spelaea" "Grotto salamander" NA 9.9 2.29253475714054 NA
"119" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Eurycea" "wilderae" "Blue ridge two-lined salamander" NA 8 2.07944154167984 NA
"120" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Gyrinophilus" "palleucus" "Tennessee cave salamander" NA 18.5 2.91777073208428 NA
"121" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Gyrinophilus" "porphyriticus" "Spring salamander" NA 18.5 2.91777073208428 NA
"122" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Hemidactylium" "scutatum" "Four-toed salamander" NA 8.9 2.18605127673809 NA
"123" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Phaeognathus" "hubrichti" "Red Hills salamander" NA 19.7 2.98061863574394 NA
"124" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Plethodon" "cinereus" "Eastern red-backed salamander" 0.5 25 3.2188758248682 -0.693147180559945
"125" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Plethodon" "dunni" "Dunn's salamander" NA 11 2.39789527279837 NA
"126" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Plethodon" "elongatus" "Del Norte salamander" NA 13.3 2.58776403522771 NA
"127" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Plethodon" "glutinosus" "Northern slimy salamander" 4.2 20.1 3.00071981506503 1.43508452528932
"128" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Plethodon" "jordani" "Red-cheeked salamander" 4.94 19.8 2.98568193770049 1.59736533119983
"129" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Plethodon" "vehiculum" "Western red-backed salamander" 46 11.1 2.40694510831829 3.8286413964891
"130" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Pseudotriton" "montanus" "Mud salamander" NA 15.1 2.71469474382088 NA
"131" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Pseudotriton" "ruber" "Red salamander" NA 20.1 3.00071981506503 NA
"132" "Chordata" "Amphibia" "Caudata" "Plethodontidae" "Speleomantes" "italicus" "Italian cave salamander" 2.88 10.6 2.36085400111802 1.05779029414785
"133" "Chordata" "Amphibia" "Caudata" "Proteidae" "Necturus" "maculosus" "Mudpuppy" 220.1 34 3.52636052461616 5.39408198853242
"134" "Chordata" "Amphibia" "Caudata" "Proteidae" "Proteus" "anguinus" "Olm" 17 102 4.62497281328427 2.83321334405622
"135" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Calotriton" "asper" "Pyrenean brook newt" 7.1 26 3.25809653802148 1.96009478404727
"136" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Cynops" "ensicauda" "Brown newt" NA 17.9 2.88480071284671 NA
"137" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Cynops" "pyrrhogaster" "Japanese firebelly newt" 6.7 25 3.2188758248682 1.90210752639692
"138" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Ichthyosaura" "alpestris" "Laureutis alpine salamander" 3.9 15 2.70805020110221 1.3609765531356
"139" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Lissotriton" "boscai" "Bosca's newt" 1.77 8 2.07944154167984 0.570979546585738
"140" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Lissotriton" "vulgaris" "Smooth newt" 3.1 20 2.99573227355399 1.1314021114911
"141" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Notophthalmus" "perstriatus" "Striped newt" NA 12.9 2.55722731136763 NA
"142" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Notophthalmus" "viridescens" "Eastern newt" 3.9 25 3.2188758248682 1.3609765531356
"143" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Pachytriton" "brevipes" "Tsitou newt" NA 6.5 1.87180217690159 NA
"144" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Paramesotriton" "chinensis" "Asian newt" NA 10.3 2.33214389523559 NA
"145" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Pleurodeles" "poireti" "Algerian newt" NA 14 2.63905732961526 NA
"146" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Pleurodeles" "waltl" "Iberian ribbed newt" 25.8 19.5 2.9704144655697 3.25037449192757
"147" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Salamandra" "atra" "Golden alpine salamander" 8.2 17 2.83321334405622 2.10413415427021
"148" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Salamandra" "salamandra" "European fire salamander" 19.1 24 3.17805383034795 2.94968833505258
"149" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Taricha" "torosa" "California newt" NA 21.8 3.08190996979504 NA
"150" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Triturus" "carnifex" "Italian crested newt" 18.4 11 2.39789527279837 2.91235066461494
"151" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Triturus" "cristatus" "Northern crested newt" 15 28 3.3322045101752 2.70805020110221
"152" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Triturus" "marmoratus" "Marbled newt" 9.8 25 3.2188758248682 2.28238238567653
"153" "Chordata" "Amphibia" "Caudata" "Salamandridae" "Tylototriton" "verrucosus" "Mandarin salamander" 29.3 11 2.39789527279837 3.37758751602302
"154" "Chordata" "Amphibia" "Caudata" "Sirenidae" "Siren" "intermedia" "Lesser siren" NA 25.7 3.24649099190117 NA
"155" "Chordata" "Amphibia" "Caudata" "Sirenidae" "Siren" "lacertina" "Greater siren" 1000 25 3.2188758248682 6.90775527898214
"156" "Chordata" "Amphibia" "Gymnophiona" "Caeciliidae" "Dermophis" "mexicanus" "Mexican burrowing caecilian" NA 13.8 2.62466859216316 NA
"157" "Chordata" "Amphibia" "Gymnophiona" "Caeciliidae" "Typhlonectes" "compressicauda" "Cayenne caecilian" 600 4.9 1.58923520511658 6.39692965521615
"158" "Chordata" "Amphibia" "Gymnophiona" "Ichthyophiidae" "Ichthyophis" "kohtaoensis" "Yellow-striped caecilian" 99.5 7.3 1.98787434815435 4.60015764416455
"159" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Accipiter" "cooperii" "Cooper's hawk" 526.64 20.3 3.01062088604774 6.26651720315962
"160" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Accipiter" "gentilis" "Northern goshawk" 1044.2 22 3.09104245335832 6.95100632097645
"161" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Accipiter" "nisus" "Eurasian sparrowhawk" 237.5 20.2 3.00568260440716 5.4701676234747
"162" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Accipiter" "striatus" "Sharp-shinned hawk" 135 19.9 2.99071973173045 4.90527477843843
"163" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aegypius" "monachus" "Cinereous vulture" 9625 39 3.66356164612965 9.17211915915598
"164" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aquila" "adalberti" "Spanish imperial eagle" 3000 44.5 3.79548918917219 8.00636756765025
"165" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aquila" "audax" "Wedge-tailed eagle" 3466 40 3.68887945411394 8.15075647027555
"166" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aquila" "chrysaetos" "Golden eagle" 4800 48 3.87120101090789 8.47637119689598
"167" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aquila" "fasciata" "Bonelli's eagle" 2000 20 2.99573227355399 7.60090245954208
"168" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aquila" "heliaca" "Eastern imperical eagle" 3262 56 4.02535169073515 8.09009578318096
"169" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aquila" "nipalensis" "Steppe eagle" 2745.5 41 3.71357206670431 7.91771848671893
"170" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aquila" "pomarina" "Lesser spotted eagle" 1370 26.1 3.26193531432865 7.22256601882217
"171" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Aquila" "rapax" "Tawny eagle" 1996.1 40.3 3.69635146895264 7.59895055581684
"172" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Butastur" "indicus" "Grey-faced buzzard" 415 8.5 2.14006616349627 6.0282785202307
"173" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteo" "buteo" "Buzzard" 1012 28.8 3.3603753871419 6.91968384984741
"174" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteo" "jamaicensis" "Red-tailed hawk" 1362 30.7 3.42426265459315 7.21670948670946
"175" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteo" "lagopus" "Rough-legged hawk" 980.64 18.8 2.9338568698359 6.88820541973742
"176" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteo" "lineatus" "Red-shouldered hawk" 607 22.4 3.10906095886099 6.4085287910595
"177" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteo" "platypterus" "Broad-winged hawk" 454 18.3 2.90690105984738 6.11809719804135
"178" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteo" "regalis" "Ferruginous hawk" 1500 23.7 3.16547504814109 7.3132203870903
"179" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteo" "solitarius" "Hawaiian hawk" 505 17 2.83321334405622 6.22455842927536
"180" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteo" "swainsoni" "Swainson's hawk" 980.64 24.9 3.21486780347066 6.88820541973742
"181" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Buteogallus" "anthracinus" "Common black hawk" 837 13.5 2.60268968544438 6.72982407048948
"182" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Circaetus" "gallicus" "Short-toed eagle" 1699.5 17.3 2.85070650150373 7.43808936913617
"183" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Circus" "aeruginosus" "Swamp harrier" 711.5 20.1 3.00071981506503 6.56737541752991
"184" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Circus" "cyaneus" "Northern harrier" 392 17.1 2.83907846350861 5.97126183979046
"185" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Circus" "macrourus" "Pallid harrier" 388.5 13.5 2.60268968544438 5.9622931698077
"186" "Chordata" "Aves" "Accipitriformes" "Accipitridae" "Circus" "pygargus" "Montagu's harrier" 315.5 16.3 2.79116510781272 5.75415868198127
